corpus,langue,signataire_original,rédigé_par,type,date,url,titre,texte_,nbCar,perplexité_point,completely_generated_prob_point,average_generated_prob_point,perplexité_virgule,completely_generated_prob_virgule,average_generated_prob_virgule
2 (textes originaux en anglais),anglais,Ian Bailey,3 GPT-3,Canadian politics story,2022-11-08,https://www.theglobeandmail.com/politics/article-politics-briefing-trudeau-concerned-by-requests-for-more-federal/,Politics Briefing: Trudeau concerned by requests for more federal health care money while provinces cut taxes," Prime Minister Justin Trudeau is expressing concern over requests for more federal health care money while provinces are cutting taxes. The Prime Minister has been vocal in his support for a national pharmacare program, but he is now facing a dilemma as provinces are asking for more money for health care while simultaneously cutting taxes. The issue has been brought to the forefront in recent weeks as the federal government and provinces have been negotiating a new health accord. The provinces have been pushing for more money from the federal government to help fund health care, while at the same time, some provinces have been cutting taxes. The Prime Minister has said that he is “concerned” about the situation, and that he believes that the federal government should be investing in health care, not cutting taxes. “We need to make sure that we’re investing in health care, not cutting taxes,” Trudeau said in a recent interview. “We need to make sure that we’re investing in the services that Canadians need and deserve.” The Prime Minister has also said that he believes that the federal government should be investing in health care, not cutting taxes. He has argued that the federal government should be investing in health care to ensure that Canadians have access to the services they need. The Prime Minister has also said that he believes that the federal government should be investing in health care, not cutting taxes. He has argued that the federal government should be investing in health care to ensure that Canadians have access to the services they need. The Prime Minister has also said that he believes that the federal government should be investing in health care, not cutting taxes. He has argued that the federal government should be investing in health care to ensure that Canadians have access to the services they need. The Prime Minister has also said that he believes that the federal government should be investing in health care, not cutting taxes. He has argued that the federal government should be investing in health care to ensure that Canadians have access to the services they need. The Prime Minister has also said that he believes that the federal government should be investing in health care, not cutting taxes. He has argued that the federal government should be investing in health care to ensure that Canadians have access to the services they need. The Prime Minister has also said that he believes that the federal government should be investing in health care, not cutting taxes. He has argued that the federal government should be investing in health care to ensure that Canadians have access to the services they need. The Prime Minister has also said that he believes that the federal government should be investing in health care, not cutting taxes. He has argued that the federal government should be investing in health care to ensure that Canadians have access to the services they need. The Prime Minister has also said that he believes that the federal government should be investing in health care, not cutting taxes. He has argued that the federal government should be investing in health care to ensure that Canadians have access to the services they need. The Prime Minister has also said that he believes that the federal government should be investing in health care, not cutting taxes. He has argued that the federal government should be investing in health care to ensure that Canadians have access to the services they need. The Prime Minister has also said that he believes that the federal government should be investing in health care, not cutting taxes. He has argued that the federal government should be investing in health care to ensure that Canadians have access to the services they need. The Prime Minister has also said that he believes that the federal government should be investing in health care, not cutting taxes. He has argued that the federal government should be investing in health care to ensure that Canadians have access to the services they need. The Prime Minister has also said that he believes that the federal government should be investing in health care, not cutting taxes. He has argued that the federal government should be investing in health care to ensure that Canadians have access to the services they need. The Prime Minister has also said that he believes that the federal government should be investing in health care, not cutting taxes. He has argued that the federal government should be investing in health care to ensure that Canadians have access to the services they need. The Prime Minister has also said that he believes that the federal government should be investing in health care, not cutting taxes. He has argued that the federal government should be investing in health care to ensure that Canadians have access to the services they need. The Prime Minister has also said that he believes that the federal government should be investing in health care, not cutting taxes. He has argued that the federal government should be investing in health care to ensure that Canadians have access to the services they need. The Prime Minister has also said that he believes that the federal government should be investing in health care, not cutting taxes. He has argued that the federal government should be investing in health care to ensure that Canadians have access to the services they need. The Prime Minister has also said that he believes that the federal government should be investing in health care, not cutting taxes. He has argued that the federal government should be investing in health care to ensure that Canadians have access to the services they need. The Prime Minister has also said that he believes that the federal government should be investing in health care, not cutting taxes. He has argued that the federal government should be investing in health care to ensure that Canadians have access to the services they need. The Prime Minister has also said that he believes that the federal government should be investing in health care, not cutting taxes. He has argued that the federal government should be investing in health care to ensure that Canadians have access to the services they need. The Prime Minister has also said that he believes that the federal government should be investing in health care, not cutting taxes. He has argued that the federal government should be investing in health care to ensure that Canadians have access to the services they need. The Prime Minister has also said that he believes that the federal government should be investing in health care, not cutting taxes. He has argued that the federal government should be investing in health care to ensure that Canadians have access to the services they need. The Prime Minister has also said that he believes that the federal government should be investing in health care, not cutting taxes. He has argued that the federal government should be investing in health care to ensure that Canadians have access to the services they need. The Prime Minister has also said that he believes that the federal government should be investing in health care, not cutting taxes. He has argued that the federal government should be investing in health care to ensure that Canadians have access to the services they need. The Prime Minister has also said that he believes that the federal government should be investing in health care, not cutting taxes. He has argued that the federal government should be investing in health care to ensure that Canadians have access to the services they need. The Prime Minister has also said that he believes that the federal government should be investing in health care, not cutting taxes. He has argued that the federal government should be investing in health care to ensure that Canadians have access to the services they need. The Prime Minister has also said that",7922,14.75,0.9821088538632049,0.9824561403508771,"14,8","98,21 %","98,25 %"
2 (textes originaux en anglais),anglais,Ian Bailey,3 GPT-3,Canadian politics story,2022-12-15,https://www.theglobeandmail.com/politics/article-politics-briefing-alberta-to-take-control-of-prosecutions-for-banned/,"Politics Briefing: Alberta to take control of prosecutions for banned firearms from Ottawa, provincial justice minister says"," Alberta's Justice Minister, Kaycee Madu, announced on Tuesday that the province will take control of prosecutions for banned firearms from the federal government. The move comes as part of the province's efforts to combat gun violence and illegal firearms trafficking. Madu said that the province will be able to better enforce the laws and regulations that are in place to protect Albertans. ""We are taking action to ensure that those who possess, use, or traffic in illegal firearms are held accountable,"" Madu said. ""We are taking control of prosecutions for banned firearms from the federal government and will be able to better enforce the laws and regulations that are in place to protect Albertans."" Madu said that the province will be able to better target those who are illegally trafficking firearms and will be able to prosecute them more quickly and effectively. He also noted that the province will be able to better track and monitor firearms that are being used in criminal activities. The move is part of the province's efforts to combat gun violence and illegal firearms trafficking. The province has already implemented a number of measures to address the issue, including increasing the penalties for those who are found guilty of illegally trafficking firearms. The province has also implemented a number of initiatives to help reduce the number of firearms in circulation, including a buyback program and a firearms amnesty program. Madu said that the province is committed to ensuring that Albertans are safe and that those who are illegally trafficking firearms are held accountable. ""We are taking action to ensure that those who possess, use, or traffic in illegal firearms are held accountable,"" Madu said. ""We are taking control of prosecutions for banned firearms from the federal government and will be able to better enforce the laws and regulations that are in place to protect Albertans."" The move has been welcomed by gun control advocates, who have long called for stronger measures to combat gun violence and illegal firearms trafficking. ""This is an important step forward in the fight against gun violence and illegal firearms trafficking,"" said Wendy Cukier, president of the Coalition for Gun Control. ""We are pleased to see the Alberta government taking action to ensure that those who possess, use, or traffic in illegal firearms are held accountable."" The move has also been welcomed by the federal government, which has been pushing for stronger measures to combat gun violence and illegal firearms trafficking. ""We are pleased to see the Alberta government taking action to ensure that those who possess, use, or traffic in illegal firearms are held accountable,"" said Bill Blair, Minister of Public Safety and Emergency Preparedness. ""We are committed to working with the provinces and territories to ensure that we are doing everything we can to keep Canadians safe."" The move is part of the province's efforts to combat gun violence and illegal firearms trafficking. The province has already implemented a number of measures to address the issue, including increasing the penalties for those who are found guilty of illegally trafficking firearms. The province has also implemented a number of initiatives to help reduce the number of firearms in circulation, including a buyback program and a firearms amnesty program. Madu said that the province is committed to ensuring that Albertans are safe and that those who are illegally trafficking firearms are held accountable. ""We are taking action to ensure that those who possess, use, or traffic in illegal firearms are held accountable,"" Madu said. ""We are taking control of prosecutions for banned firearms from the federal government and will be able to better enforce the laws and regulations that are in place to protect Albertans.""",3834,18.92,0.9689731884343805,1,"18,9","96,90 %","100,00 %"
2 (textes originaux en anglais),anglais,Ian Bailey,3 GPT-3,Canadian politics story,2022-12-21,https://www.theglobeandmail.com/politics/article-politics-briefing-acadian-group-calls-for-leadership-review-of-nb/,Politics Briefing: Acadian group calls for leadership review of N.B. Premier Higgs over his bilingualism policies ," A prominent Acadian group is calling for a leadership review of New Brunswick Premier Blaine Higgs over his bilingualism policies. The Acadian Federation of New Brunswick (AFNB) is demanding that the provincial government take action to ensure that the province’s official languages, English and French, are respected and protected. The AFNB is particularly concerned about the lack of progress on the implementation of the Official Languages Act, which was passed in 2002. The Act requires that all provincial government services be provided in both English and French. The AFNB is also concerned about the lack of progress on the implementation of the Official Languages Commissioner’s recommendations, which were released in 2018. The recommendations included the creation of a bilingualism strategy, the appointment of a bilingualism coordinator, and the establishment of a bilingualism fund. The AFNB is also concerned about the lack of progress on the implementation of the recommendations of the Commission on Official Languages, which was established in 2019. The Commission’s recommendations included the creation of a bilingualism strategy, the appointment of a bilingualism coordinator, and the establishment of a bilingualism fund. The AFNB is also concerned about the lack of progress on the implementation of the recommendations of the Commission on Official Languages, which was established in 2019. The Commission’s recommendations included the creation of a bilingualism strategy, the appointment of a bilingualism coordinator, and the establishment of a bilingualism fund. The AFNB is also concerned about the lack of progress on the implementation of the recommendations of the Commission on Official Languages, which was established in 2019. The Commission’s recommendations included the creation of a bilingualism strategy, the appointment of a bilingualism coordinator, and the establishment of a bilingualism fund. The AFNB is also concerned about the lack of progress on the implementation of the recommendations of the Commission on Official Languages, which was established in 2019. The Commission’s recommendations included the creation of a bilingualism strategy, the appointment of a bilingualism coordinator, and the establishment of a bilingualism fund. The AFNB is also concerned about the lack of progress on the implementation of the recommendations of the Commission on Official Languages, which was established in 2019. The Commission’s recommendations included the creation of a bilingualism strategy, the appointment of a bilingualism coordinator, and the establishment of a bilingualism fund. The AFNB is also concerned about the lack of progress on the implementation of the recommendations of the Commission on Official Languages, which was established in 2019. The Commission’s recommendations included the creation of a bilingualism strategy, the appointment of a bilingualism coordinator, and the establishment of a bilingualism fund. The AFNB is also concerned about the lack of progress on the implementation of the recommendations of the Commission on Official Languages, which was established in 2019. The Commission’s recommendations included the creation of a bilingualism strategy, the appointment of a bilingualism coordinator, and the establishment of a bilingualism fund. The AFNB is also concerned about the lack of progress on the implementation of the recommendations of the Commission on Official Languages, which was established in 2019. The Commission’s recommendations included the creation of a bilingualism strategy, the appointment of a bilingualism coordinator, and the establishment of a bilingualism fund. The AFNB is also concerned about the lack of progress on the implementation of the recommendations of the Commission on Official Languages, which was established in 2019. The Commission’s recommendations included the creation of a bilingualism strategy, the appointment of a bilingualism coordinator, and the establishment of a bilingualism fund. The AFNB is also concerned about the lack of progress on the implementation of the recommendations of the Commission on Official Languages, which was established in 2019. The Commission’s recommendations included the creation of a bilingualism strategy, the appointment of a bilingualism coordinator, and the establishment of a bilingualism fund. The AFNB is also concerned about the lack of progress on the implementation of the recommendations of the Commission on Official Languages, which was established in 2019. The Commission’s recommendations included the creation of a bilingualism strategy, the appointment of a bilingualism coordinator, and the establishment of a bilingualism fund. The AFNB is also concerned about the lack of progress on the implementation of the recommendations of the Commission on Official Languages, which was established in 2019. The Commission’s recommendations included the creation of a bilingualism strategy, the appointment of a bilingualism coordinator, and the establishment of a bilingualism fund. The AFNB is also concerned about the lack of progress on the implementation of the recommendations of the Commission on Official Languages, which was established in 2019. The Commission’s recommendations included the creation of a bilingualism strategy, the appointment of a bilingualism coordinator, and the establishment of a bilingualism fund. The AFNB is also concerned about the lack of progress on the implementation of the recommendations of the Commission on Official Languages, which was established in 2019. The Commission’s recommendations included the creation of a bilingualism strategy, the appointment of a bilingualism coordinator, and the establishment of a bilingualism fund. The AFNB is also concerned about the lack of progress on the implementation of the recommendations of the Commission on Official Languages, which was established in 2019. The Commission’s recommendations included the creation of a bilingualism strategy, the appointment of a bilingualism coordinator, and the establishment of a bilingualism fund. The AFNB is also concerned about the lack of progress on the implementation of the recommendations of the Commission on Official Languages, which was established in 2019. The Commission’s recommendations included the creation of a bilingualism strategy, the appointment of a bilingualism coordinator, and the establishment of a bilingualism fund. The AFNB is also concerned about the lack of progress on the implementation of the recommendations of the Commission on Official Languages, which was established in 2019. The Commission’s recommendations included the creation of a bilingualism strategy, the appointment of a bilingualism coordinator, and the establishment of a bilingualism fund. The AFNB is also concerned about the lack of progress on the implementation of the recommendations of the Commission on Official Languages, which was established in 2019. The Commission’s recommendations included the creation of a bilingualism strategy, the appointment of a bilingualism coordinator, and the establishment of a bilingualism fund. The AFNB is also concerned about the lack of progress on the implementation of the recommendations of the Commission on Official Languages, which was established in 2019. The Commission’s recommendations included the creation of a bilingualism strategy, the appointment of a bilingualism coordinator, and the establishment of a bilingualism fund. The AFNB is also concerned about the lack of progress on the implementation of the recommendations of the Commission on Official Languages, which was established in 2019. The Commission’s recommendations included the creation of a bilingualism strategy, the appointment of a bilingualism coordinator, and the establishment of a bilingualism fund. The AFNB is also concerned about the lack of progress on the implementation of the recommendations of the Commission on Official Languages, which was established in 2019. The Commission’s recommendations included the creation of a bilingualism strategy, the",8095,23.58,0.978135664432235,0.9791666666666666,"23,6","97,81 %","97,92 %"
2 (textes originaux en anglais),anglais,Ian Bailey,3 GPT-3,Canadian politics story,2023-01-23,https://www.theglobeandmail.com/politics/article-politics-briefing-trudeau-calls-arrivecan-subcontracts-through-two/,"Politics Briefing: Trudeau calls ArriveCan subcontracts through two-person firm ‘illogical,’ asks Privy Council Clerk to review"," Prime Minister Justin Trudeau has called the awarding of contracts to a two-person firm for the ArriveCan app “illogical” and has asked the Privy Council Clerk to review the situation. The ArriveCan app was created to help streamline the process of entering Canada for international travelers. The app was developed by a two-person firm, which was awarded the contract to manage the app. The awarding of the contract to the two-person firm has raised eyebrows in Ottawa, with some questioning the decision. Trudeau has now weighed in on the issue, calling the awarding of the contract “illogical” and asking the Privy Council Clerk to review the situation. The Prime Minister’s Office has said that Trudeau is “concerned” about the awarding of the contract and wants to ensure that the process was “fair and transparent.” The Privy Council Clerk is the head of the federal public service and is responsible for providing advice to the Prime Minister and Cabinet. The Clerk is also responsible for ensuring that the government’s procurement processes are fair and transparent. The awarding of the contract to the two-person firm has been criticized by some, who argue that the government should have gone through a competitive bidding process. The government has defended the decision, saying that the two-person firm was the most qualified to manage the app. The government has also said that the contract was awarded in accordance with the government’s procurement policies. The Privy Council Clerk is expected to review the awarding of the contract and provide advice to the Prime Minister and Cabinet. It is unclear how long the review will take, but it is expected to be completed in the coming weeks. The awarding of the contract to the two-person firm has raised questions about the government’s procurement process and has sparked a debate about how the government should award contracts. The Prime Minister’s Office has said that Trudeau is “committed to ensuring that the government’s procurement processes are fair and transparent.” The review by the Privy Council Clerk is expected to provide clarity on the issue and help ensure that the government’s procurement processes are fair and transparent.",2211,32.07,0.790727988918068,0.8571428571428571,"32,1","79,07 %","85,71 %"
2 (textes originaux en anglais),anglais,Ian Bailey,3 GPT-3,Canadian politics story,2023-02-06,https://www.theglobeandmail.com/politics/article-politics-briefing-advance-look-at-health-care-proposal-would-have-been/,"Politics Briefing: Advance look at health care proposal would have been helpful, Manitoba Premier says"," Manitoba Premier Brian Pallister says he wishes he had been given an advance look at the federal government's health care proposal before it was released. The proposal, which was unveiled last week, includes a commitment to increase health care funding by $6 billion over the next five years. It also includes a plan to create a national pharmacare program and a national home care program. Pallister said he was disappointed that he wasn't given an advance look at the proposal, as he believes it would have been helpful in preparing his government for the changes. ""We were not consulted on the proposal, and I think that's a mistake,"" Pallister said. ""We should have been given an opportunity to provide input and feedback on the proposal before it was released."" Pallister said he is concerned that the proposal does not address the needs of Manitobans, and that it could lead to a decrease in health care services in the province. ""We need to make sure that the federal government is providing adequate funding to ensure that Manitobans have access to the health care services they need,"" Pallister said. Pallister said he is also concerned that the proposal does not address the issue of mental health care, which is an issue that is particularly important in Manitoba. ""We need to make sure that the federal government is providing adequate funding to ensure that Manitobans have access to the mental health care services they need,"" Pallister said. Pallister said he is hopeful that the federal government will take his concerns into consideration and make changes to the proposal that will better meet the needs of Manitobans. ""We need to make sure that the federal government is providing adequate funding to ensure that Manitobans have access to the health care services they need,"" Pallister said. ""We need to make sure that the federal government is taking into account the unique needs of Manitobans when it comes to health care.""",1945,13.15,0.9448920186796891,1,"13,2","94,49 %","100,00 %"
2 (textes originaux en anglais),anglais,Ian Bailey,3 GPT-3,Canadian politics story,2023-02-08,https://www.theglobeandmail.com/politics/article-politics-briefing-conservatives-would-maintain-proposed-federal-health/,"Politics Briefing: Conservatives would maintain proposed federal health spending levels, Poilievre says "," The Conservative Party of Canada is committed to maintaining the proposed federal health spending levels, according to the party’s finance critic, Pierre Poilievre. Speaking to reporters in Ottawa on Tuesday, Poilievre said that the Conservatives would not be making any changes to the proposed health spending levels, which were announced in the federal budget earlier this year. “We believe that the proposed health spending levels are appropriate and necessary to ensure that Canadians have access to the care they need,” Poilievre said. “We will not be making any changes to these levels.” The proposed health spending levels are part of the government’s plan to invest $6 billion over the next five years in health care. The money is intended to help fund new initiatives, such as mental health services, home care, and prescription drug coverage. The proposed health spending levels have been met with some criticism from opposition parties, who argue that the money should be used to address other pressing issues, such as poverty and housing. Poilievre, however, said that the Conservatives are committed to ensuring that Canadians have access to the care they need. “We believe that the proposed health spending levels are the right way to ensure that Canadians have access to the care they need,” he said. “We will not be making any changes to these levels.” Poilievre also noted that the Conservatives are committed to ensuring that the money is spent in a responsible and effective manner. “We will be monitoring the spending closely to ensure that it is being used in the most effective way possible,” he said. “We will also be working with the provinces and territories to ensure that the money is being used to its fullest potential.” The proposed health spending levels have been met with some criticism from opposition parties, who argue that the money should be used to address other pressing issues, such as poverty and housing. Poilievre, however, said that the Conservatives are committed to ensuring that Canadians have access to the care they need. “We believe that the proposed health spending levels are the right way to ensure that Canadians have access to the care they need,” he said. “We will not be making any changes to these levels.” Poilievre also noted that the Conservatives are committed to ensuring that the money is spent in a responsible and effective manner. “We will be monitoring the spending closely to ensure that it is being used in the most effective way possible,” he said. “We will also be working with the provinces and territories to ensure that the money is being used to its fullest potential.” The proposed health spending levels have been welcomed by many in the health care sector, who argue that the money is necessary to ensure that Canadians have access to the care they need. “We are pleased that the government is investing in health care,” said Dr. John Haggie, president of the Canadian Medical Association. “This money will help ensure that Canadians have access to the care they need.” The proposed health spending levels have also been welcomed by many in the health care sector, who argue that the money is necessary to ensure that Canadians have access to the care they need. “We are pleased that the government is investing in health care,” said Dr. John Haggie, president of the Canadian Medical Association. “This money will help ensure that Canadians have access to the care they need.” The proposed health spending levels have also been welcomed by many in the health care sector, who argue that the money is necessary to ensure that Canadians have access to the care they need. “We are pleased that the government is investing in health care,” said Dr. John Haggie, president of the Canadian Medical Association. “This money will help ensure that Canadians have access to the care they need.” The proposed health spending levels have also been welcomed by many in the health care sector, who argue that the money is necessary to ensure that Canadians have access to the care they need. “We are pleased that the government is investing in health care,” said Dr. John Haggie, president of the Canadian Medical Association. “This money will help ensure that Canadians have access to the care they need.” The proposed health spending levels have also been welcomed by many in the health care sector, who argue that the money is necessary to ensure that Canadians have access to the care they need. “We are pleased that the government is investing in health care,” said Dr. John Haggie, president of the Canadian Medical Association. “This money will help ensure that Canadians have access to the care they need.” Poilievre said that the Conservatives are committed to ensuring that the money is spent in a responsible and effective manner. “We will be monitoring the spending closely to ensure that it is being used in the most effective way possible,” he said. “We will also be working with the provinces and territories to ensure that the money is being used to its fullest potential.” The proposed health spending levels have been met with some criticism from opposition parties, who argue that the money should be used to address other pressing issues, such as poverty and housing. Poilievre, however, said that the Conservatives are committed to ensuring that Canadians have access to the care they need. “We believe that the proposed health spending levels are the right way to ensure that Canadians have access to the care they need,” he said. “We will not be making any changes to these levels.” The proposed health spending levels are part of the government’s plan to invest $6 billion over the next five years in health care. The money is intended to help fund new initiatives, such as mental health services, home care, and prescription drug coverage. The proposed health spending levels have been welcomed by many in the health care sector, who argue that the money is necessary to ensure that Canadians have access to the care they need. “We are pleased that the government is investing in health care,” said Dr. John Haggie, president of the Canadian Medical Association. “This money will help ensure that Canadians have access to the care they need.” Poilievre said that the Conservatives are committed to ensuring that the money is spent in a responsible and effective manner. “We will be monitoring the spending closely to ensure that it is being used in the most effective way possible,” he said. “We will also be working with the provinces and territories to ensure that the money is being used to its fullest potential.” The proposed health spending levels have been met with some criticism from opposition parties, who argue that the money should be used to address other pressing issues, such as poverty and housing. Poilievre, however, said that the Conservatives are committed to ensuring that Canadians have",6902,30.97,0.9789533695167925,1,31,"97,90 %","100,00 %"
2 (textes originaux en anglais),anglais,Ian Bailey,3 GPT-3,Canadian politics story,2023-02-16,https://www.theglobeandmail.com/politics/article-politics-briefing-departing-ethics-commissioner-says-pms-ethics-issues/,Politics Briefing: Departing Ethics Commissioner says PM’s ethics issues have probably complicated efforts to encourage MPs to stick to the rules," The departure of Canada’s Ethics Commissioner, Mario Dion, has left many wondering what the future of ethics in Canadian politics will look like. Dion, who served as the Commissioner since 2017, was responsible for overseeing the ethical conduct of public office holders, including the Prime Minister. During his tenure, Dion found Prime Minister Justin Trudeau to have violated the Conflict of Interest Act on two separate occasions. The first violation occurred in 2018 when Trudeau accepted a vacation from the Aga Khan, a registered lobbyist. The second violation occurred in 2019 when Trudeau attempted to influence the former Attorney General in the SNC-Lavalin affair. In his final report, Dion said that Trudeau’s ethical issues have likely complicated efforts to encourage MPs to stick to the rules. He noted that the Prime Minister’s actions have “undermined public confidence in the integrity of the office of the Prime Minister” and “created a perception that the rules do not apply to the Prime Minister.” Dion’s departure has raised questions about the future of ethics in Canadian politics. The Trudeau government has yet to name a replacement for Dion, and it is unclear who will take on the role. The government has also yet to address the issues raised by Dion in his final report. Trudeau has said that he takes “full responsibility” for his actions, but has not provided any concrete steps to address the issues. The lack of action has been met with criticism from opposition parties, who have accused the government of not taking ethics seriously. NDP leader Jagmeet Singh has called on the government to “take real action to restore public trust in our democracy.” The Trudeau government has also been criticized for its handling of the SNC-Lavalin affair. The scandal has raised questions about the government’s commitment to transparency and accountability. The departure of Dion has also raised questions about the future of ethics in Canadian politics. It remains to be seen who will take on the role of Ethics Commissioner and how the government will address the issues raised by Dion in his final report. In the meantime, the Trudeau government must take steps to restore public trust in the office of the Prime Minister and ensure that all public office holders are held to the highest ethical standards. Without action, the government risks further eroding public confidence in the integrity of the office of the Prime Minister and the ethical conduct of public office holders.",2508,32.29,0.04678932208102695,0.6470588235294118,"32,3","4,68 %","64,71 %"
2 (textes originaux en anglais),anglais,Jennifer Dowty,1 journaliste,Financial column,2021-09-07,https://www.theglobeandmail.com/investing/markets/inside-the-market/article-mondays-insider-report-several-yield-plays-that-management-executives/,Tuesday’s Insider Report: Several yield plays that management executives are buying,Featured below are companies that have experienced recent insider trading activity in the public mar [...],2775,80.41,1.7904154271963003e-19,0,"80,4","0,00 %","0,00 %"
2 (textes originaux en anglais),anglais,Jennifer Dowty,1 journaliste,Financial column,2021-10-04,https://www.theglobeandmail.com/investing/markets/inside-the-market/article-mondays-insider-report-chairman-invests-over-400000-in-this-stock/,"Monday’s Insider Report: Chairman invests over $400,000 in this stock yielding over 4%",Featured below are companies that have experienced recent insider trading activity in the public mar [...],3059,71.1,1.3690787418045214e-18,0,"71,1","0,00 %","0,00 %"
2 (textes originaux en anglais),anglais,Jennifer Dowty,1 journaliste,Financial column,2021-11-12,https://www.theglobeandmail.com/investing/markets/inside-the-market/article-fridays-insider-report-ceo-and-coo-are-buyers-of-this-dividend-stock/,Friday’s Insider Report: CEO and COO are buyers of this dividend stock rebounding from its 2021 low,Featured below are companies that have experienced recent insider trading activity in the public mar [...],4176,70.5,2.403705701532957e-28,0,"70,5","0,00 %","0,00 %"
2 (textes originaux en anglais),anglais,Jennifer Dowty,1 journaliste,Financial column,2021-12-06,https://www.theglobeandmail.com/investing/markets/inside-the-market/article-mondays-insider-report-ceo-is-a-buyer-of-this-financial-stock-after-it/,Monday’s Insider Report: CEO is a buyer of this financial stock after it hit a record high and hiked its dividend,Featured below are companies that have experienced recent insider trading activity in the public mar [...],4010,61.47,6.161918033929559e-15,0.26666666666666666,"61,5","0,00 %","26,67 %"
2 (textes originaux en anglais),anglais,Jennifer Dowty,1 journaliste,Financial column,2021-12-16,https://www.theglobeandmail.com/investing/markets/inside-the-market/article-thursdays-insider-report-ceo-invests-nearly-500000-in-this-oversold/,"Thursday’s Insider Report: CEO invests nearly $500,000 in this oversold dividend stock",Featured below are companies that have experienced recent insider trading activity in the public mar [...],3356,68.4,3.9601540485989024e-22,0,"68,4","0,00 %","0,00 %"
2 (textes originaux en anglais),anglais,Jennifer Dowty,1 journaliste,Financial column,2022-01-11,https://www.theglobeandmail.com/investing/markets/inside-the-market/article-tuesdays-insider-report-director-invests-over-470000-in-this-small-cap/,"Tuesday’s Insider Report: Director invests over $470,000 in this small-cap energy stock",Featured below are companies that have experienced recent insider trading activity in the public mar [...],2774,76.1,1.3690787418045214e-18,0,"76,1","0,00 %","0,00 %"
2 (textes originaux en anglais),anglais,Jennifer Dowty,1 journaliste,Financial column,2022-03-07,https://www.theglobeandmail.com/investing/markets/inside-the-market/article-mondays-insider-report-as-gold-tops-2000-a-companys-chair-invests-over/,"Monday’s Insider Report: As gold tops $2,000, a company’s chair invests over $1.3-million in this stock yielding 2.8%",Featured below are companies that have experienced recent insider trading activity in the public mar [...],4164,61.48,2.6407601739971934e-05,0.5517241379310345,"61,5","0,00 %","55,17 %"
2 (textes originaux en anglais),anglais,Jennifer Dowty,1 journaliste,Financial column,2022-03-21,https://www.theglobeandmail.com/investing/markets/inside-the-market/article-mondays-insider-report-director-cashes-out-19-million-from-this-stock/,Monday’s Insider Report: Director cashes out $19-million from this stock that’s rallied over 80% in 6 months,Featured below are companies that have experienced recent insider trading activity in the public mar [...],2623,68.95,1.0446577807371904e-17,0,69,"0,00 %","0,00 %"
2 (textes originaux en anglais),anglais,Jennifer Dowty,1 journaliste,Financial column,2022-03-28,https://www.theglobeandmail.com/investing/markets/inside-the-market/article-analysts-forecast-returns-recommendations-and-yields-for-all-stocks-in-3/,Analysts’ forecast returns and ratings for all stocks in the S&P/TSX Composite Index   ,"After a rough start to the year, the first quarter is ending off on a positive note with strength ac [...]",2104,59.07,3.018054057665975e-05,0.4,"59,1","0,00 %","40,00 %"
2 (textes originaux en anglais),anglais,Jennifer Dowty,1 journaliste,Financial column,2022-04-19,https://www.theglobeandmail.com/investing/markets/inside-the-market/article-tuesdays-insider-report-large-shareholder-makes-a-25-million/,Tuesday’s Insider Report: Large shareholder makes a $25-million investment in this dividend stock,Featured below are companies that have experienced recent insider trading activity in the public mar [...],2958,73.0,1.3690787418045214e-18,0,73,"0,00 %","0,00 %"
2 (textes originaux en anglais),anglais,Jennifer Dowty,1 journaliste,Financial column,2022-04-27,https://www.theglobeandmail.com/investing/markets/inside-the-market/article-analysts-forecast-returns-and-recommendations-for-all-stocks-in-the-3/,Analysts’ forecast returns and recommendations for all stocks in the S&P/TSX Composite Index,"The second quarter is off to a very tumultuous start. Month-to-date, the S&P/TSX Composite Index is  [...]",2221,73.76,1.1813657675298212e-05,0.4117647058823529,"73,8","0,00 %","41,18 %"
2 (textes originaux en anglais),anglais,Jennifer Dowty,1 journaliste,Financial column,2022-05-13,https://www.theglobeandmail.com/investing/markets/inside-the-market/article-fridays-insider-report-bill-gates-cashes-out-over-645-million-from/,Friday’s Insider Report: Bill Gates cashes out over $645-million from this large-cap dividend stock,Featured below are companies that have experienced recent insider trading activity in the public mar [...],3784,61.38,2.331539892255225e-10,0.34615384615384615,"61,4","0,00 %","34,62 %"
2 (textes originaux en anglais),anglais,Jennifer Dowty,1 journaliste,Financial column,2022-09-12,https://www.theglobeandmail.com/investing/markets/inside-the-market/article-mondays-insider-report-shareholder-cashes-out-over-us200-million-of/,Monday’s Insider Report: Shareholder cashes out over US$200-million of this dividend stock,Featured below are companies that have experienced recent insider trading activity in the public mar [...],2313,81.0,4.571259443762085e-15,0,81,"0,00 %","0,00 %"
2 (textes originaux en anglais),anglais,Jennifer Dowty,1 journaliste,Financial column,2022-09-15,https://www.theglobeandmail.com/investing/markets/inside-the-market/article-thursdays-insider-report-chairman-invests-1-million-in-this-stock/,Thursday’s Insider Report: Chairman invests $1-million in this stock yielding 5%,Featured below are companies that have experienced recent insider trading activity in the public mar [...],2751,66.86,1.3690787418045214e-18,0,"66,9","0,00 %","0,00 %"
